id,recipient,amount_transacted,avg_upi_txn_amount,negative,positive,UPI_score
497,trends,588.78,807.73,0.3,0.7,479.89
497,trends,13.37,807.73,0.3,0.7,479.89
498,puma,513.72,1421.94,0.3,0.7,566.69
498,adidas,25.75,1421.94,0.3,0.7,566.69
498,amazon,93.75,1421.94,0.3,0.7,566.69
498,trends,4880.61,1421.94,0.3,0.7,566.69
498,adidas,750.48,1421.94,0.3,0.7,566.69
498,trends,615.25,1421.94,0.3,0.7,566.69
498,ajio,4886.68,1421.94,0.3,0.7,566.69
498,amazon,703.7,1421.94,0.3,0.7,566.69
498,amazon,591.42,1421.94,0.3,0.7,566.69
498,ajio,1158.04,1421.94,0.3,0.7,566.69
499,samsung,517.4,448.65,0.2,0.8,429.15
499,trends,142.56,448.65,0.2,0.8,429.15
499,adidas,160.13,448.65,0.2,0.8,429.15
499,puma,319.32,448.65,0.2,0.8,429.15
499,adidas,1399.62,448.65,0.2,0.8,429.15
499,samsung,711.4,448.65,0.2,0.8,429.15
499,amazon,644.55,448.65,0.2,0.8,429.15
499,trends,272.45,448.65,0.2,0.8,429.15
499,amazon,245.13,448.65,0.2,0.8,429.15
499,puma,73.96,448.65,0.2,0.8,429.15
500,amazon,48.2,159.81,0.2,0.8,425.0
500,puma,129.11,159.81,0.2,0.8,425.0
500,amazon,142.91,159.81,0.2,0.8,425.0
500,adidas,194.37,159.81,0.2,0.8,425.0
500,trends,26.16,159.81,0.2,0.8,425.0
500,ajio,125.37,159.81,0.2,0.8,425.0
500,ajio,22.02,159.81,0.2,0.8,425.0
500,adidas,42.07,159.81,0.2,0.8,425.0
500,samsung,597.31,159.81,0.2,0.8,425.0
500,puma,270.59,159.81,0.2,0.8,425.0
501,ajio,451.08,527.08,0.1,0.9,476.9
501,samsung,344.92,527.08,0.1,0.9,476.9
501,puma,1853.27,527.08,0.1,0.9,476.9
501,trends,179.16,527.08,0.1,0.9,476.9
501,samsung,104.5,527.08,0.1,0.9,476.9
501,puma,884.43,527.08,0.1,0.9,476.9
501,amazon,710.63,527.08,0.1,0.9,476.9
501,ajio,95.45,527.08,0.1,0.9,476.9
501,puma,443.32,527.08,0.1,0.9,476.9
501,adidas,204.02,527.08,0.1,0.9,476.9
502,adidas,417.21,695.79,0.1,0.9,500.74
502,puma,570.52,695.79,0.1,0.9,500.74
502,samsung,642.76,695.79,0.1,0.9,500.74
502,amazon,758.2,695.79,0.1,0.9,500.74
502,trends,391.08,695.79,0.1,0.9,500.74
502,samsung,2602.9,695.79,0.1,0.9,500.74
502,puma,349.8,695.79,0.1,0.9,500.74
502,samsung,593.32,695.79,0.1,0.9,500.74
502,ajio,189.72,695.79,0.1,0.9,500.74
502,ajio,442.37,695.79,0.1,0.9,500.74
503,amazon,1028.74,1235.84,0.2,0.8,503.72
503,trends,366.65,1235.84,0.2,0.8,503.72
503,adidas,2130.97,1235.84,0.2,0.8,503.72
503,amazon,635.45,1235.84,0.2,0.8,503.72
503,ajio,710.71,1235.84,0.2,0.8,503.72
503,ajio,1701.1,1235.84,0.2,0.8,503.72
503,ajio,928.69,1235.84,0.2,0.8,503.72
503,ajio,2774.02,1235.84,0.2,0.8,503.72
503,adidas,1986.26,1235.84,0.2,0.8,503.72
503,trends,95.81,1235.84,0.2,0.8,503.72
504,ajio,615.42,1160.24,0.2,0.8,529.71
504,amazon,213.24,1160.24,0.2,0.8,529.71
504,trends,566.2,1160.24,0.2,0.8,529.71
504,samsung,1213.3,1160.24,0.2,0.8,529.71
504,puma,303.29,1160.24,0.2,0.8,529.71
504,trends,1414.68,1160.24,0.2,0.8,529.71
504,amazon,1679.19,1160.24,0.2,0.8,529.71
504,ajio,1664.56,1160.24,0.2,0.8,529.71
504,ajio,1456.33,1160.24,0.2,0.8,529.71
504,samsung,2476.2,1160.24,0.2,0.8,529.71
505,ajio,316.15,554.54,0.2,0.8,444.12
505,amazon,111.52,554.54,0.2,0.8,444.12
505,puma,137.89,554.54,0.2,0.8,444.12
505,amazon,34.39,554.54,0.2,0.8,444.12
505,samsung,740.56,554.54,0.2,0.8,444.12
505,samsung,168.24,554.54,0.2,0.8,444.12
505,ajio,1696.51,554.54,0.2,0.8,444.12
505,trends,379.07,554.54,0.2,0.8,444.12
505,trends,1683.59,554.54,0.2,0.8,444.12
505,ajio,277.49,554.54,0.2,0.8,444.12
506,puma,10.07,322.15,0.2,0.8,374.61
506,puma,274.92,322.15,0.2,0.8,374.61
506,amazon,177.56,322.15,0.2,0.8,374.61
506,adidas,360.85,322.15,0.2,0.8,374.61
506,adidas,522.52,322.15,0.2,0.8,374.61
506,puma,211.47,322.15,0.2,0.8,374.61
506,amazon,529.34,322.15,0.2,0.8,374.61
506,adidas,221.46,322.15,0.2,0.8,374.61
506,trends,833.41,322.15,0.2,0.8,374.61
506,trends,79.89,322.15,0.2,0.8,374.61
507,samsung,22.41,552.65,0.1,0.9,443.85
507,amazon,1195.47,552.65,0.1,0.9,443.85
507,puma,2320.94,552.65,0.1,0.9,443.85
507,puma,183.31,552.65,0.1,0.9,443.85
507,puma,58.57,552.65,0.1,0.9,443.85
507,ajio,76.81,552.65,0.1,0.9,443.85
507,ajio,63.27,552.65,0.1,0.9,443.85
507,ajio,602.52,552.65,0.1,0.9,443.85
507,samsung,134.79,552.65,0.1,0.9,443.85
507,adidas,868.41,552.65,0.1,0.9,443.85
508,adidas,837.18,1749.48,0.2,0.8,576.31
508,amazon,1471.7,1749.48,0.2,0.8,576.31
508,adidas,2763.4,1749.48,0.2,0.8,576.31
508,samsung,1528.83,1749.48,0.2,0.8,576.31
508,puma,1105.26,1749.48,0.2,0.8,576.31
508,puma,2765.54,1749.48,0.2,0.8,576.31
508,amazon,625.43,1749.48,0.2,0.8,576.31
508,puma,2176.33,1749.48,0.2,0.8,576.31
508,samsung,2322.48,1749.48,0.2,0.8,576.31
508,samsung,1898.66,1749.48,0.2,0.8,576.31
509,ajio,122.19,605.14,0.3,0.7,451.27
509,trends,407.0,605.14,0.3,0.7,451.27
509,ajio,38.4,605.14,0.3,0.7,451.27
509,samsung,812.89,605.14,0.3,0.7,451.27
509,ajio,170.58,605.14,0.3,0.7,451.27
509,amazon,357.75,605.14,0.3,0.7,451.27
509,amazon,2276.35,605.14,0.3,0.7,451.27
509,amazon,1614.63,605.14,0.3,0.7,451.27
509,samsung,218.48,605.14,0.3,0.7,451.27
509,adidas,33.12,605.14,0.3,0.7,451.27
510,puma,1017.21,737.85,0.2,0.8,470.02
510,trends,1493.09,737.85,0.2,0.8,470.02
510,trends,1802.93,737.85,0.2,0.8,470.02
510,amazon,220.84,737.85,0.2,0.8,470.02
510,ajio,641.44,737.85,0.2,0.8,470.02
510,trends,40.4,737.85,0.2,0.8,470.02
510,puma,260.55,737.85,0.2,0.8,470.02
510,amazon,93.0,737.85,0.2,0.8,470.02
510,samsung,365.09,737.85,0.2,0.8,470.02
510,samsung,1443.94,737.85,0.2,0.8,470.02
511,adidas,532.73,702.61,0.1,0.9,501.71
511,adidas,92.66,702.61,0.1,0.9,501.71
511,ajio,446.64,702.61,0.1,0.9,501.71
511,adidas,1029.23,702.61,0.1,0.9,501.71
511,amazon,269.76,702.61,0.1,0.9,501.71
511,adidas,2329.57,702.61,0.1,0.9,501.71
511,puma,61.05,702.61,0.1,0.9,501.71
511,adidas,1365.62,702.61,0.1,0.9,501.71
511,trends,135.66,702.61,0.1,0.9,501.71
511,samsung,763.18,702.61,0.1,0.9,501.71
512,amazon,2297.01,1881.59,0.3,0.7,594.97
512,adidas,971.56,1881.59,0.3,0.7,594.97
512,trends,857.28,1881.59,0.3,0.7,594.97
512,amazon,2859.12,1881.59,0.3,0.7,594.97
512,adidas,242.84,1881.59,0.3,0.7,594.97
512,trends,3894.25,1881.59,0.3,0.7,594.97
512,trends,899.86,1881.59,0.3,0.7,594.97
512,ajio,326.52,1881.59,0.3,0.7,594.97
512,trends,222.53,1881.59,0.3,0.7,594.97
512,amazon,6244.92,1881.59,0.3,0.7,594.97
513,puma,1332.12,1725.18,0.2,0.8,572.87
513,samsung,6570.54,1725.18,0.2,0.8,572.87
513,ajio,889.89,1725.18,0.2,0.8,572.87
513,puma,288.46,1725.18,0.2,0.8,572.87
513,ajio,15.11,1725.18,0.2,0.8,572.87
513,puma,2294.14,1725.18,0.2,0.8,572.87
513,samsung,3559.62,1725.18,0.2,0.8,572.87
513,amazon,496.26,1725.18,0.2,0.8,572.87
513,amazon,844.89,1725.18,0.2,0.8,572.87
513,puma,960.76,1725.18,0.2,0.8,572.87
514,ajio,230.24,232.4,0.0,1.0,398.59
514,adidas,270.97,232.4,0.0,1.0,398.59
514,samsung,76.22,232.4,0.0,1.0,398.59
514,ajio,459.29,232.4,0.0,1.0,398.59
514,adidas,189.21,232.4,0.0,1.0,398.59
514,trends,0.55,232.4,0.0,1.0,398.59
514,samsung,97.83,232.4,0.0,1.0,398.59
514,puma,297.19,232.4,0.0,1.0,398.59
514,trends,518.53,232.4,0.0,1.0,398.59
514,samsung,183.97,232.4,0.0,1.0,398.59
515,puma,1218.59,1497.72,0.1,0.9,577.4
515,puma,708.68,1497.72,0.1,0.9,577.4
515,amazon,421.68,1497.72,0.1,0.9,577.4
515,samsung,224.8,1497.72,0.1,0.9,577.4
515,trends,7101.62,1497.72,0.1,0.9,577.4
515,adidas,597.88,1497.72,0.1,0.9,577.4
515,adidas,326.99,1497.72,0.1,0.9,577.4
515,adidas,1323.34,1497.72,0.1,0.9,577.4
515,adidas,1427.94,1497.72,0.1,0.9,577.4
515,puma,1625.68,1497.72,0.1,0.9,577.4
516,adidas,734.15,740.67,0.1,0.9,470.42
516,amazon,163.21,740.67,0.1,0.9,470.42
516,trends,1196.34,740.67,0.1,0.9,470.42
516,adidas,110.06,740.67,0.1,0.9,470.42
516,samsung,1562.68,740.67,0.1,0.9,470.42
516,adidas,2195.88,740.67,0.1,0.9,470.42
516,adidas,500.7,740.67,0.1,0.9,470.42
516,adidas,152.65,740.67,0.1,0.9,470.42
516,puma,646.9,740.67,0.1,0.9,470.42
516,puma,144.12,740.67,0.1,0.9,470.42
517,puma,339.43,597.06,0.0,1.0,413.46
517,adidas,551.04,597.06,0.0,1.0,413.46
517,puma,1082.24,597.06,0.0,1.0,413.46
517,puma,1203.99,597.06,0.0,1.0,413.46
517,ajio,396.69,597.06,0.0,1.0,413.46
517,adidas,1322.55,597.06,0.0,1.0,413.46
517,puma,491.02,597.06,0.0,1.0,413.46
517,trends,429.87,597.06,0.0,1.0,413.46
517,trends,32.12,597.06,0.0,1.0,413.46
517,adidas,121.65,597.06,0.0,1.0,413.46
518,puma,854.47,1282.01,0.1,0.9,583.58
518,puma,146.34,1282.01,0.1,0.9,583.58
518,puma,1053.13,1282.01,0.1,0.9,583.58
518,adidas,1793.44,1282.01,0.1,0.9,583.58
518,adidas,224.75,1282.01,0.1,0.9,583.58
518,ajio,3167.03,1282.01,0.1,0.9,583.58
518,samsung,449.18,1282.01,0.1,0.9,583.58
518,amazon,1883.36,1282.01,0.1,0.9,583.58
518,samsung,1342.51,1282.01,0.1,0.9,583.58
518,trends,1905.89,1282.01,0.1,0.9,583.58
519,trends,1459.54,524.39,0.0,1.0,403.19
519,adidas,1263.39,524.39,0.0,1.0,403.19
519,samsung,190.24,524.39,0.0,1.0,403.19
519,adidas,7.03,524.39,0.0,1.0,403.19
519,trends,39.95,524.39,0.0,1.0,403.19
519,samsung,406.84,524.39,0.0,1.0,403.19
519,adidas,294.41,524.39,0.0,1.0,403.19
519,trends,64.07,524.39,0.0,1.0,403.19
519,trends,357.11,524.39,0.0,1.0,403.19
519,ajio,1161.31,524.39,0.0,1.0,403.19
520,puma,158.13,142.7,0.1,0.9,349.25
520,samsung,273.59,142.7,0.1,0.9,349.25
520,samsung,85.55,142.7,0.1,0.9,349.25
520,amazon,28.08,142.7,0.1,0.9,349.25
520,samsung,212.44,142.7,0.1,0.9,349.25
520,trends,28.89,142.7,0.1,0.9,349.25
520,samsung,138.2,142.7,0.1,0.9,349.25
520,trends,67.35,142.7,0.1,0.9,349.25
520,trends,159.07,142.7,0.1,0.9,349.25
520,puma,275.7,142.7,0.1,0.9,349.25
521,samsung,3036.13,1043.32,0.2,0.8,513.19
521,amazon,718.03,1043.32,0.2,0.8,513.19
521,ajio,122.9,1043.32,0.2,0.8,513.19
521,amazon,10.34,1043.32,0.2,0.8,513.19
521,puma,1647.68,1043.32,0.2,0.8,513.19
521,adidas,2035.1,1043.32,0.2,0.8,513.19
521,ajio,1916.03,1043.32,0.2,0.8,513.19
521,adidas,83.51,1043.32,0.2,0.8,513.19
521,puma,82.17,1043.32,0.2,0.8,513.19
521,ajio,781.31,1043.32,0.2,0.8,513.19
522,trends,1359.55,1044.48,0.1,0.9,513.35
522,amazon,203.23,1044.48,0.1,0.9,513.35
522,ajio,1231.86,1044.48,0.1,0.9,513.35
522,ajio,1840.35,1044.48,0.1,0.9,513.35
522,trends,1477.77,1044.48,0.1,0.9,513.35
522,samsung,3798.5,1044.48,0.1,0.9,513.35
522,samsung,301.68,1044.48,0.1,0.9,513.35
522,samsung,135.39,1044.48,0.1,0.9,513.35
522,puma,13.54,1044.48,0.1,0.9,513.35
522,puma,82.93,1044.48,0.1,0.9,513.35
523,amazon,3109.01,1178.63,0.1,0.9,568.97
523,puma,756.33,1178.63,0.1,0.9,568.97
523,adidas,501.57,1178.63,0.1,0.9,568.97
523,ajio,632.38,1178.63,0.1,0.9,568.97
523,samsung,3944.5,1178.63,0.1,0.9,568.97
523,samsung,243.94,1178.63,0.1,0.9,568.97
523,ajio,878.14,1178.63,0.1,0.9,568.97
523,trends,243.0,1178.63,0.1,0.9,568.97
523,puma,581.37,1178.63,0.1,0.9,568.97
523,puma,896.06,1178.63,0.1,0.9,568.97
524,amazon,1045.28,1537.55,0.4,0.6,509.69
524,samsung,2442.87,1537.55,0.4,0.6,509.69
524,amazon,159.59,1537.55,0.4,0.6,509.69
524,puma,1070.02,1537.55,0.4,0.6,509.69
524,samsung,2033.57,1537.55,0.4,0.6,509.69
524,amazon,94.41,1537.55,0.4,0.6,509.69
524,samsung,2118.12,1537.55,0.4,0.6,509.69
524,amazon,3620.08,1537.55,0.4,0.6,509.69
524,samsung,2376.45,1537.55,0.4,0.6,509.69
524,samsung,415.11,1537.55,0.4,0.6,509.69
525,amazon,153.35,109.77,0.1,0.9,344.6
525,adidas,7.26,109.77,0.1,0.9,344.6
525,adidas,20.49,109.77,0.1,0.9,344.6
525,samsung,204.38,109.77,0.1,0.9,344.6
525,ajio,4.08,109.77,0.1,0.9,344.6
525,ajio,5.27,109.77,0.1,0.9,344.6
525,ajio,85.38,109.77,0.1,0.9,344.6
525,ajio,102.3,109.77,0.1,0.9,344.6
525,ajio,58.12,109.77,0.1,0.9,344.6
525,adidas,457.08,109.77,0.1,0.9,344.6
526,ajio,3388.57,1536.63,0.1,0.9,582.9
526,adidas,5783.15,1536.63,0.1,0.9,582.9
526,trends,395.3,1536.63,0.1,0.9,582.9
526,adidas,1684.06,1536.63,0.1,0.9,582.9
526,puma,409.18,1536.63,0.1,0.9,582.9
526,ajio,59.5,1536.63,0.1,0.9,582.9
526,ajio,2552.81,1536.63,0.1,0.9,582.9
526,adidas,879.36,1536.63,0.1,0.9,582.9
526,amazon,205.51,1536.63,0.1,0.9,582.9
526,ajio,8.86,1536.63,0.1,0.9,582.9
527,puma,882.64,1512.96,0.0,1.0,579.55
527,trends,2494.5,1512.96,0.0,1.0,579.55
527,adidas,757.73,1512.96,0.0,1.0,579.55
527,puma,396.22,1512.96,0.0,1.0,579.55
527,samsung,2778.43,1512.96,0.0,1.0,579.55
527,puma,2495.68,1512.96,0.0,1.0,579.55
527,puma,658.93,1512.96,0.0,1.0,579.55
527,ajio,1388.57,1512.96,0.0,1.0,579.55
527,samsung,1276.78,1512.96,0.0,1.0,579.55
527,trends,2000.12,1512.96,0.0,1.0,579.55
528,adidas,439.63,873.76,0.1,0.9,489.22
528,puma,71.89,873.76,0.1,0.9,489.22
528,puma,3287.73,873.76,0.1,0.9,489.22
528,samsung,323.46,873.76,0.1,0.9,489.22
528,adidas,23.88,873.76,0.1,0.9,489.22
528,puma,74.45,873.76,0.1,0.9,489.22
528,amazon,650.65,873.76,0.1,0.9,489.22
528,ajio,1799.44,873.76,0.1,0.9,489.22
528,samsung,1264.25,873.76,0.1,0.9,489.22
528,ajio,802.22,873.76,0.1,0.9,489.22
529,trends,1233.37,1274.33,0.2,0.8,582.5
529,trends,1009.67,1274.33,0.2,0.8,582.5
529,amazon,387.79,1274.33,0.2,0.8,582.5
529,ajio,1557.64,1274.33,0.2,0.8,582.5
529,adidas,35.06,1274.33,0.2,0.8,582.5
529,amazon,1204.94,1274.33,0.2,0.8,582.5
529,puma,1274.9,1274.33,0.2,0.8,582.5
529,ajio,3300.81,1274.33,0.2,0.8,582.5
529,trends,349.47,1274.33,0.2,0.8,582.5
529,samsung,2389.65,1274.33,0.2,0.8,582.5
530,puma,493.36,1311.88,0.2,0.8,551.14
530,adidas,1017.65,1311.88,0.2,0.8,551.14
530,trends,978.79,1311.88,0.2,0.8,551.14
530,amazon,403.34,1311.88,0.2,0.8,551.14
530,trends,863.92,1311.88,0.2,0.8,551.14
530,ajio,2912.71,1311.88,0.2,0.8,551.14
530,adidas,2199.65,1311.88,0.2,0.8,551.14
530,ajio,2430.13,1311.88,0.2,0.8,551.14
530,amazon,1116.44,1311.88,0.2,0.8,551.14
530,trends,702.82,1311.88,0.2,0.8,551.14
531,amazon,3585.71,1600.94,0.3,0.7,628.65
531,puma,1573.82,1600.94,0.3,0.7,628.65
531,samsung,1270.59,1600.94,0.3,0.7,628.65
531,puma,1912.72,1600.94,0.3,0.7,628.65
531,amazon,1025.63,1600.94,0.3,0.7,628.65
531,puma,3284.48,1600.94,0.3,0.7,628.65
531,trends,307.29,1600.94,0.3,0.7,628.65
531,adidas,2680.03,1600.94,0.3,0.7,628.65
531,ajio,291.67,1600.94,0.3,0.7,628.65
531,amazon,77.46,1600.94,0.3,0.7,628.65
532,amazon,845.71,832.39,0.3,0.7,483.38
532,amazon,1551.39,832.39,0.3,0.7,483.38
532,puma,327.12,832.39,0.3,0.7,483.38
532,amazon,409.99,832.39,0.3,0.7,483.38
532,ajio,361.34,832.39,0.3,0.7,483.38
532,puma,574.7,832.39,0.3,0.7,483.38
532,samsung,2028.58,832.39,0.3,0.7,483.38
532,ajio,325.2,832.39,0.3,0.7,483.38
532,samsung,1751.47,832.39,0.3,0.7,483.38
532,trends,148.4,832.39,0.3,0.7,483.38
533,amazon,1029.96,1055.95,0.2,0.8,514.97
533,adidas,2956.52,1055.95,0.2,0.8,514.97
533,puma,750.25,1055.95,0.2,0.8,514.97
533,trends,846.83,1055.95,0.2,0.8,514.97
533,adidas,22.2,1055.95,0.2,0.8,514.97
533,ajio,891.29,1055.95,0.2,0.8,514.97
533,puma,1471.87,1055.95,0.2,0.8,514.97
533,amazon,333.73,1055.95,0.2,0.8,514.97
533,ajio,1230.58,1055.95,0.2,0.8,514.97
533,trends,1026.26,1055.95,0.2,0.8,514.97
534,adidas,378.24,565.34,0.3,0.7,445.64
534,ajio,135.21,565.34,0.3,0.7,445.64
534,amazon,198.94,565.34,0.3,0.7,445.64
534,amazon,669.89,565.34,0.3,0.7,445.64
534,trends,940.12,565.34,0.3,0.7,445.64
534,trends,721.83,565.34,0.3,0.7,445.64
534,adidas,1125.8,565.34,0.3,0.7,445.64
534,adidas,841.62,565.34,0.3,0.7,445.64
534,puma,381.51,565.34,0.3,0.7,445.64
534,amazon,260.22,565.34,0.3,0.7,445.64
535,ajio,268.31,648.59,0.4,0.6,457.41
535,amazon,779.57,648.59,0.4,0.6,457.41
535,amazon,70.85,648.59,0.4,0.6,457.41
535,amazon,1013.63,648.59,0.4,0.6,457.41
535,adidas,197.46,648.59,0.4,0.6,457.41
535,trends,787.38,648.59,0.4,0.6,457.41
535,trends,472.97,648.59,0.4,0.6,457.41
535,amazon,1803.14,648.59,0.4,0.6,457.41
535,samsung,637.47,648.59,0.4,0.6,457.41
535,samsung,455.1,648.59,0.4,0.6,457.41
536,samsung,6678.65,1503.2,0.1,0.9,578.17
536,samsung,1425.17,1503.2,0.1,0.9,578.17
536,amazon,473.02,1503.2,0.1,0.9,578.17
536,samsung,690.89,1503.2,0.1,0.9,578.17
536,samsung,2121.82,1503.2,0.1,0.9,578.17
536,puma,910.89,1503.2,0.1,0.9,578.17
536,adidas,811.47,1503.2,0.1,0.9,578.17
536,adidas,588.39,1503.2,0.1,0.9,578.17
536,trends,433.84,1503.2,0.1,0.9,578.17
536,adidas,897.86,1503.2,0.1,0.9,578.17
537,puma,1192.25,1696.42,0.1,0.9,605.48
537,ajio,4660.82,1696.42,0.1,0.9,605.48
537,amazon,388.44,1696.42,0.1,0.9,605.48
537,puma,176.83,1696.42,0.1,0.9,605.48
537,samsung,2871.86,1696.42,0.1,0.9,605.48
537,samsung,3958.64,1696.42,0.1,0.9,605.48
537,ajio,365.89,1696.42,0.1,0.9,605.48
537,samsung,176.12,1696.42,0.1,0.9,605.48
537,ajio,2729.94,1696.42,0.1,0.9,605.48
537,trends,443.42,1696.42,0.1,0.9,605.48
538,ajio,1024.26,1906.61,0.1,0.9,671.84
538,amazon,2192.93,1906.61,0.1,0.9,671.84
538,samsung,851.7,1906.61,0.1,0.9,671.84
538,adidas,990.33,1906.61,0.1,0.9,671.84
538,adidas,3535.59,1906.61,0.1,0.9,671.84
538,adidas,178.76,1906.61,0.1,0.9,671.84
538,trends,1706.61,1906.61,0.1,0.9,671.84
538,puma,6558.4,1906.61,0.1,0.9,671.84
538,adidas,459.76,1906.61,0.1,0.9,671.84
538,ajio,1567.77,1906.61,0.1,0.9,671.84
539,samsung,932.71,1874.71,0.2,0.8,630.67
539,puma,1686.87,1874.71,0.2,0.8,630.67
539,samsung,4008.05,1874.71,0.2,0.8,630.67
539,puma,2085.5,1874.71,0.2,0.8,630.67
539,adidas,4254.24,1874.71,0.2,0.8,630.67
539,amazon,2754.95,1874.71,0.2,0.8,630.67
539,amazon,1701.18,1874.71,0.2,0.8,630.67
539,adidas,331.35,1874.71,0.2,0.8,630.67
539,trends,799.19,1874.71,0.2,0.8,630.67
539,adidas,193.06,1874.71,0.2,0.8,630.67
540,adidas,47.19,179.33,0.1,0.9,427.76
540,trends,62.96,179.33,0.1,0.9,427.76
540,samsung,56.6,179.33,0.1,0.9,427.76
540,ajio,763.65,179.33,0.1,0.9,427.76
540,trends,81.81,179.33,0.1,0.9,427.76
540,puma,210.82,179.33,0.1,0.9,427.76
540,amazon,53.27,179.33,0.1,0.9,427.76
540,ajio,67.09,179.33,0.1,0.9,427.76
540,ajio,188.33,179.33,0.1,0.9,427.76
540,puma,261.57,179.33,0.1,0.9,427.76
541,adidas,882.58,443.57,0.1,0.9,391.77
541,ajio,438.0,443.57,0.1,0.9,391.77
541,ajio,1099.29,443.57,0.1,0.9,391.77
541,trends,718.77,443.57,0.1,0.9,391.77
541,adidas,213.52,443.57,0.1,0.9,391.77
541,adidas,72.49,443.57,0.1,0.9,391.77
541,ajio,94.97,443.57,0.1,0.9,391.77
541,amazon,93.99,443.57,0.1,0.9,391.77
541,ajio,614.14,443.57,0.1,0.9,391.77
541,trends,207.94,443.57,0.1,0.9,391.77
542,amazon,3849.58,1481.58,0.2,0.8,575.12
542,ajio,1661.47,1481.58,0.2,0.8,575.12
542,trends,646.96,1481.58,0.2,0.8,575.12
542,samsung,894.87,1481.58,0.2,0.8,575.12
542,ajio,1050.26,1481.58,0.2,0.8,575.12
542,adidas,1366.77,1481.58,0.2,0.8,575.12
542,samsung,96.19,1481.58,0.2,0.8,575.12
542,trends,1788.91,1481.58,0.2,0.8,575.12
542,amazon,84.85,1481.58,0.2,0.8,575.12
542,adidas,3375.95,1481.58,0.2,0.8,575.12
543,adidas,897.54,1753.75,0.1,0.9,613.58
543,puma,1018.78,1753.75,0.1,0.9,613.58
543,adidas,2396.37,1753.75,0.1,0.9,613.58
543,adidas,3502.34,1753.75,0.1,0.9,613.58
543,trends,3465.26,1753.75,0.1,0.9,613.58
543,adidas,2824.4,1753.75,0.1,0.9,613.58
543,samsung,197.31,1753.75,0.1,0.9,613.58
543,puma,94.17,1753.75,0.1,0.9,613.58
543,trends,1901.04,1753.75,0.1,0.9,613.58
543,amazon,1240.29,1753.75,0.1,0.9,613.58
544,adidas,388.31,1949.99,0.3,0.7,641.31
544,samsung,1313.22,1949.99,0.3,0.7,641.31
544,amazon,72.1,1949.99,0.3,0.7,641.31
544,puma,296.08,1949.99,0.3,0.7,641.31
544,trends,1487.56,1949.99,0.3,0.7,641.31
544,trends,634.55,1949.99,0.3,0.7,641.31
544,amazon,4205.72,1949.99,0.3,0.7,641.31
544,adidas,546.69,1949.99,0.3,0.7,641.31
544,puma,6008.62,1949.99,0.3,0.7,641.31
544,amazon,4547.05,1949.99,0.3,0.7,641.31
545,trends,39.08,1608.35,0.2,0.8,629.7
545,amazon,1507.73,1608.35,0.2,0.8,629.7
545,trends,540.93,1608.35,0.2,0.8,629.7
545,adidas,321.27,1608.35,0.2,0.8,629.7
545,trends,1730.89,1608.35,0.2,0.8,629.7
545,puma,3349.15,1608.35,0.2,0.8,629.7
545,samsung,1324.08,1608.35,0.2,0.8,629.7
545,amazon,766.45,1608.35,0.2,0.8,629.7
545,ajio,4363.5,1608.35,0.2,0.8,629.7
545,samsung,2140.43,1608.35,0.2,0.8,629.7
546,puma,874.71,337.27,0.1,0.9,450.08
546,adidas,67.67,337.27,0.1,0.9,450.08
546,trends,537.57,337.27,0.1,0.9,450.08
546,samsung,352.42,337.27,0.1,0.9,450.08
546,samsung,435.4,337.27,0.1,0.9,450.08
546,puma,35.23,337.27,0.1,0.9,450.08
546,adidas,40.19,337.27,0.1,0.9,450.08
546,adidas,86.3,337.27,0.1,0.9,450.08
546,ajio,160.93,337.27,0.1,0.9,450.08
546,amazon,782.29,337.27,0.1,0.9,450.08
547,amazon,1135.34,1683.85,0.4,0.6,567.03
547,trends,1406.04,1683.85,0.4,0.6,567.03
547,amazon,3631.65,1683.85,0.4,0.6,567.03
547,puma,1644.71,1683.85,0.4,0.6,567.03
547,puma,967.45,1683.85,0.4,0.6,567.03
547,amazon,5056.03,1683.85,0.4,0.6,567.03
547,adidas,1699.64,1683.85,0.4,0.6,567.03
547,amazon,508.44,1683.85,0.4,0.6,567.03
547,adidas,336.65,1683.85,0.4,0.6,567.03
547,puma,452.55,1683.85,0.4,0.6,567.03
548,amazon,190.01,275.92,0.4,0.6,404.74
548,amazon,22.35,275.92,0.4,0.6,404.74
548,puma,529.15,275.92,0.4,0.6,404.74
548,ajio,260.98,275.92,0.4,0.6,404.74
548,ajio,39.18,275.92,0.4,0.6,404.74
548,samsung,173.26,275.92,0.4,0.6,404.74
548,samsung,454.84,275.92,0.4,0.6,404.74
548,adidas,514.77,275.92,0.4,0.6,404.74
548,amazon,25.29,275.92,0.4,0.6,404.74
548,amazon,549.36,275.92,0.4,0.6,404.74
549,puma,1218.75,1073.68,0.0,1.0,517.48
549,adidas,1037.18,1073.68,0.0,1.0,517.48
549,samsung,1918.97,1073.68,0.0,1.0,517.48
549,adidas,1339.22,1073.68,0.0,1.0,517.48
549,trends,1705.32,1073.68,0.0,1.0,517.48
549,adidas,2073.29,1073.68,0.0,1.0,517.48
549,trends,136.88,1073.68,0.0,1.0,517.48
549,ajio,350.25,1073.68,0.0,1.0,517.48
549,adidas,795.48,1073.68,0.0,1.0,517.48
549,trends,161.46,1073.68,0.0,1.0,517.48
550,ajio,1087.51,1397.15,0.2,0.8,563.19
550,amazon,1083.37,1397.15,0.2,0.8,563.19
550,puma,2234.37,1397.15,0.2,0.8,563.19
